Date,Adjusted Closing
2021-04-12,161.63999938964844
2021-04-13,159.47999572753906
2021-04-14,159.9199981689453
2021-04-15,160.38999938964844
2021-04-16,162.24000549316406
2021-04-19,162.69000244140625
2021-04-20,166.47999572753906
2021-04-21,166.58999633789062
2021-04-22,165.17999267578125
2021-04-23,165.52000427246094
